created,text,tweet_id,coordinates,lat,long,retwc,hashtag,username,usersince,followers,friends,authorid,authorloc,geoenable,source,is_usa_loc
2021-08-03 16:45:05,b'RT @MinorityHealth: This month we are joining @HRSAgov and spreading the word about National Minority Donor Awareness Month! Visit https://\xe2\x80\xa6',1422599415391477764,,None,None,9,None,Pub Health Monitor,2017-05-31 17:21:27,1615,92,869967070984851457,,False,publichealthaggregator,
2021-08-03 16:45:02,b'This month we are joining @HRSAgov and spreading the word about National Minority Donor Awareness Month! Visit\xe2\x80\xa6 https://t.co/1KgP5jDbXJ',1422599402322108423,,None,None,9,None,Minority Health,2010-01-13 19:11:54,72160,1015,104576097,"Washington, D.C.",True,Falcon Social Media Management ,WA
2021-08-03 16:38:30,"b""@_Embo I disagree with vaccine mandates, apart from special cases like medical staff.  We don't mandate blood/organ\xe2\x80\xa6 https://t.co/nTmM5zw0Yb""",1422597757324480519,,None,None,0,None,Dr. Simon Albright,2013-02-13 11:15:37,1826,1717,1174955738,,False,Twitter Web App,
2021-08-03 16:36:28,"b'Ontario also leveraged the power of positive nudging. In the organ donation form, they added the following statemen\xe2\x80\xa6 https://t.co/Uy2OXhtZSn'",1422597245375967237,,None,None,0,None,Shubham Agarwal,2009-05-18 03:17:54,224,92,40802555,Bengaluru,False,Twitter Web App,
2021-08-03 16:35:11,"b""In January 2021, Nova Scotia introduced 'presumed consent' organ donation with an option to opt-out (not applicable\xe2\x80\xa6 https://t.co/BMcD8HkuEj""",1422596923396034561,,None,None,0,None,Shubham Agarwal,2009-05-18 03:17:54,224,92,40802555,Bengaluru,False,Twitter Web App,
2021-08-03 16:30:16,"b'""I am forever grateful for this second chance at life, just to simply be here and be able to do things which at one\xe2\x80\xa6 https://t.co/npQZHyNStE'",1422595684134494211,,None,None,1,None,Gift of Life,2009-08-25 14:34:40,4175,1256,68707862,"PA, DE and NJ",True,Hootsuite Inc.,PA
2021-08-03 16:24:44,b'@trishlp28 Thank You For keeping A Hero Alive through Organ Donation &amp; Giving me hope during grief \xf0\x9f\x92\x97your a GEM\xf0\x9f\x99\x8f\xe2\x80\xa6 https://t.co/RcxGWqtiD0',1422594290631516164,,None,None,1,None,Kristen Carlson ( Colin Mom ),2020-02-21 21:04:34,16,54,1230961460144148483,,True,Twitter for iPhone,
2021-08-03 16:23:28,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422593973231685642,,None,None,86,None,WadeDonna,2019-12-07 20:26:55,419,197,1203410453470334981,Scotland,False,Twitter Web App,
2021-08-03 16:22:48,"b""@brettparton Also, organ donation. Last week I came across yet another organ donation form that I haven't sent back\xe2\x80\xa6 https://t.co/DVDUgEZXPF""",1422593805103030277,,None,None,0,None,Ben Babcock,2016-11-30 19:09:03,446,885,804039557461245952,Hamilton CANADA,False,Twitter Web App,OH
2021-08-03 16:22:43,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422593784437780487,,None,None,86,None,Emma 💙,2016-03-30 18:03:18,353,4261,715237982421303296,"England, United Kingdom",True,Twitter for iPhone,
2021-08-03 16:20:51,b'RT @SouthTees: #JamesCookHospital has been revealed as one of the top 20 organ donor hospitals in England. \n\nhttps://t.co/h3SBPB0Mhf\n\n#Orga\xe2\x80\xa6',1422593315548106754,,None,None,10,JamesCookHospital,Northern ODST,2018-07-27 14:05:46,286,229,1022845505938837507,"Newcastle, United Kingdon",False,Twitter for iPad,
2021-08-03 16:15:14,b'Come and work at @BC_Transplant as part of a compassionate and collaborative program team who save lives and offer\xe2\x80\xa6 https://t.co/YqOziZks71',1422591899664277508,,None,None,1,None,PHSA Careers,2011-10-16 00:30:10,930,222,391714347,"British Columbia, Canada",True,Hootsuite Inc.,
2021-08-03 16:14:45,"b'Despite a pandemic, nearly 40K in need of a life-saving organ transplant received one in 2020 from selfless heroes\xe2\x80\xa6 https://t.co/vLseDtZqI6'",1422591778314727428,,None,None,0,None,FLDRN,2016-05-12 13:10:21,156,43,730746939936018432,,False,Twitter Web App,
2021-08-03 16:13:10,b'RT @jellyrollkidney: Who remembers when I played for @HoustonTexans  Where are my @TexansSupporter fans who know the year? #RT if you do! I\xe2\x80\xa6',1422591383643168768,,None,None,21,RT,Ben Gorniak 🇨🇦🇺🇦🏳️‍🌈,2014-03-29 20:37:05,147,1049,2417968003,,False,Twitter for Android,
2021-08-03 16:11:05,b'Who remembers when I played for @HoustonTexans  Where are my @TexansSupporter fans who know the year? #RT if you do\xe2\x80\xa6 https://t.co/sba4Da67Qm',1422590856213762053,,None,None,21,RT,Lional “Jelly Roll” Dalton,2021-04-25 12:58:32,2085,848,1386303557800968194,"Atlanta, GA",False,Twitter Web App,GA
2021-08-03 16:07:10,"b'@wendygore16 It\xe2\x80\x99s everybody\xe2\x80\x99s individual choice whether or not they want to be an organ donor, Elizabeth.  There is\xe2\x80\xa6 https://t.co/MFG29a8zET'",1422589870443270147,,None,None,1,None,NHS Organ Donation💗,2009-08-14 14:35:22,48800,4134,65648399,Instagram/FB: @nhsorgandonor,False,Clarabridge Engage,
2021-08-03 16:02:03,"b'#DYK that while 20% of the national transplant list are Hispanic &amp; 28% are African American, only 14% of Hispanics\xe2\x80\xa6 https://t.co/WGSiDg7g0U'",1422588585480441863,,None,None,0,DYK,Nora's Home,2010-08-01 20:20:35,182,194,173559597,"Houston, TX",True,Hootsuite Inc.,TX
2021-08-03 15:55:02,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422586816268541958,,None,None,86,None,carla maloney,2012-09-13 15:55:57,1186,4253,821738922,,True,Twitter for iPhone,
2021-08-03 15:47:02,b'RT @SouthTees: #JamesCookHospital has been revealed as one of the top 20 organ donor hospitals in England. \n\nhttps://t.co/h3SBPB0Mhf\n\n#Orga\xe2\x80\xa6',1422584803669549062,,None,None,10,JamesCookHospital,Jill Gristwood💙#IstandwithNHSstaff💙,2009-02-10 10:05:15,72,218,20504094,Middlesbrough,False,Twitter for iPad,
2021-08-03 15:37:43,"b""RT @cristinacalgary: Don't forget to tune in @GrassandCo1 Instagram live with Pippa Kent tomorrow at 2pm! She will chat about life after a\xe2\x80\xa6""",1422582459565215746,,None,None,2,None,Grass and Co.,2019-01-15 13:39:38,138,71,1085169639284445184,United Kingdom,False,Twitter for iPhone,
2021-08-03 15:36:47,b'@tsellers41 @Merrittl2013 @soolisak @GovStitt No its not. Why do you think that a human being can use another human\xe2\x80\xa6 https://t.co/x4VctKeGOM',1422582227007807492,,None,None,0,None,viralathena,2012-08-06 17:03:44,50,75,741018648,,False,Twitter for Android,
2021-08-03 15:35:24,b'RT @ChronicRights: \xf0\x9f\x93\xb0\xe2\x9d\xa4\xef\xb8\x8fInspiring news for these @Cornell colleagues. Learn more about giving the ultimate gift of organ donation today. #Chr\xe2\x80\xa6',1422581877597261829,,None,None,2,None,Jim Myers,2013-02-10 18:12:13,3008,3166,1166611279,"Crown Point, IN",False,Twitter Web App,IN
2021-08-03 15:24:57,"b'RT @DTI_Foundation: \xf0\x9f\x93\xa2Join the ""International Workshop in Family Approach for Organ Donation"". Here you will learn more how to interact with\xe2\x80\xa6'",1422579249496608771,,None,None,1,None,VR Retweeter,2020-11-24 00:51:47,2464,1,1331037722086158338,Metaverse,False,VRRetweeter,
2021-08-03 15:20:57,"b'@Orion_CloneMom // :0 ohhhhh that\xe2\x80\x99s a neat idea ,,, like clones closer in age are better matches for organ donation\xe2\x80\xa6 https://t.co/9zlWLdrJjp'",1422578241743765505,,None,None,0,None,99 ➐ 🇵🇸,2021-03-06 18:26:43,249,238,1368266752770142212,admin: they/he 19,False,Twitter for iPhone,IA
2021-08-03 15:20:36,"b'\xf0\x9f\x93\xa2Join the ""International Workshop in Family Approach for Organ Donation"". Here you will learn more how to interact\xe2\x80\xa6 https://t.co/t5aajS9mIt'",1422578150777688068,,None,None,1,None,TPM-DTI Foundation,2015-01-29 08:46:10,512,291,3004069516,Barcelona,False,Twitter Web App,
2021-08-03 15:04:53,"b'donatelifenw: August is National Multi-Ethnic Donor Awareness Month, when we seek to address disparities, and to sa\xe2\x80\xa6 https://t.co/1EOFddF619'",1422574195783897104,,None,None,0,None,Donation Info,2021-01-02 14:49:02,6,12,1345381534476296193,,False,IFTTT,
2021-08-03 15:03:38,b'RT @MSTF_Foundation: Organ and tissue donation is life changing!\n\nYou can #GiveHopeGiveLife by registering to be an organ and tissue donor\xe2\x80\xa6',1422573884709158921,,None,None,1,GiveHopeGiveLife,mocktail,2013-12-20 02:03:22,282,969,2234060385,,True,Twitter for Android,
2021-08-03 15:02:02,b'Organ and tissue donation is life changing!\n\nYou can #GiveHopeGiveLife by registering to be an organ and tissue don\xe2\x80\xa6 https://t.co/9ZUXpZ7Dpo',1422573481967951878,,None,None,1,GiveHopeGiveLife,Mid-South Transplant,2014-07-10 05:24:52,870,140,2614829688,,False,Hootsuite Inc.,
2021-08-03 15:01:10,"b'August is National Multi-Ethnic Donor Awareness Month, when we seek to address disparities, and to save &amp; improve t\xe2\x80\xa6 https://t.co/dFhLXJGuoc'",1422573263998365696,,None,None,0,None,Donate Life NW,2008-11-20 23:58:39,2101,2455,17526317,"Portland, OR",True,Hootsuite Inc.,OR
2021-08-03 14:50:22,"b'Thank you, @ILSecofState, for supporting organ donation during National Minority Donor Awareness Month! #DonateLife\xe2\x80\xa6 https://t.co/NrJqhRiQeS'",1422570543073611776,,None,None,0,DonateLife,United Network for Organ Sharing (UNOS),2009-03-16 15:55:39,11265,7390,24713778,"Richmond, VA",True,Twitter Web App,KY
2021-08-03 14:50:19,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422570532323483652,,None,None,86,None,Rob  Wilson,2011-08-03 11:52:54,3326,257,347810094,Scotland,False,Twitter for Android,
2021-08-03 14:49:21,b'@thegarance @CMSGov If you never got a Covid dx (like most in Spring 2020) and you ultimately die of #LongCovid\xe2\x80\xa6 if\xe2\x80\xa6 https://t.co/F7HsWSjkY7',1422570286621339653,,None,None,2,LongCovid,Diana Zicklin Berrent,2008-07-18 13:14:56,13085,1934,15480566,"New York, NY",True,Twitter for iPhone,NY
2021-08-03 14:48:00,"b""Today's guests: Linda Avery talking about organ donation, and Michelle Bundern of the Calloway county Chamber.  https://t.co/44R6MQRcag""",1422569949336309763,,None,None,0,None,1340 AM & 97.9 FM WNBS/ 104.5 WBZB,2009-06-17 13:35:57,1578,2039,47961409,"Murray, Kentucky",True,OneCMS Social Connect,KY
2021-08-03 14:37:30,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422567305616269319,,None,None,86,None,Janet Payne,2018-02-23 14:21:27,269,599,967041719379341312,,False,Twitter for Android,
2021-08-03 14:32:44,"b""Don't forget to tune in @GrassandCo1 Instagram live with Pippa Kent tomorrow at 2pm! She will chat about life after\xe2\x80\xa6 https://t.co/ZixDYLSrQq""",1422566107945349123,,None,None,2,None,cristina velasco,2015-01-02 22:48:38,1935,5001,2957468243,"Huércal de Almería,Almería.",False,Twitter for Android,DE
2021-08-03 14:28:00,"b""RT @yourICM: 'Organ donation is the gift of life...but I have sometimes found it to be soul wrenching' @aroradrn talks about the bitter swe\xe2\x80\xa6""",1422564913948594183,,None,None,11,None,Silvia,2017-09-22 16:04:40,50,57,911259964487987200,,False,Twitter for Android,
2021-08-03 14:24:34,b'@DaveG68491175 @briangmarquis @AgileKnight @RBReich If you argue for forced gestation you must also argue for force\xe2\x80\xa6 https://t.co/pTrIBXwh6o',1422564051108913155,,None,None,0,None,Noel Darlow,2011-12-24 02:30:29,579,674,445150359,Scotland,True,Twitter Web App,
2021-08-03 14:23:12,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422563706785894405,,None,None,86,None,Chapel A Today,2015-01-22 21:13:43,4388,178,2992968795,Chapel Allerton,True,Twitter for iPhone,
2021-08-03 14:22:53,b'We are proud to have been part of this important organ donation campaign for @NHSBT that has been recognised as cam\xe2\x80\xa6 https://t.co/kJt3GBasoj',1422563627123548165,,None,None,0,None,Engine MHP + Mischief,2009-03-09 10:46:57,5627,1493,23422406,"London, United Kingdom",False,Twitter Web App,
2021-08-03 14:19:02,"b""#Organ donation #Cellular Memory Phenomena-Read 1st #thriller to explore #mystery 'Haunted from Within'\xe2\x80\xa6 https://t.co/5zXW2YSBQh""",1422562658142859269,,None,None,0,Organ,Ian Irvine,2013-02-04 14:55:04,96,101,1148221298,,False,Dynamic Tweets,
2021-08-03 14:16:31,b'Friendly society the Tees Mutual has backed a campaign to raise awareness of a major overhaul of the law regarding\xe2\x80\xa6 https://t.co/fg25X4Xnys',1422562025922826245,,None,None,0,None,Tees Mutual,2018-01-26 15:53:46,323,734,956918092826927105,"Middlesbrough, England",False,RADAAR,
2021-08-03 14:09:48,b'Parents and guardians are warming welcome to join our organ donation awareness seminar. This project starting in se\xe2\x80\xa6 https://t.co/4oe3YAxUYc',1422560335047888896,,None,None,1,None,Elizabeth,2015-11-09 17:01:51,89,112,4150444599,Altrincham,False,Twitter for iPhone,
2021-08-03 14:08:27,"b""@stefanthinks Would you have an organ donation clause so your eyes could only go to the heads of frickin' sharks?""",1422559995917324289,,None,None,0,None,Keith,2020-12-11 19:20:56,15,14,1337477406722936832,,False,Twitter for Android,
2021-08-03 14:03:38,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422558784896049152,,None,None,86,None,Jill Cameron 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇪🇺,2017-07-28 14:34:12,398,826,890943477990731776,,True,Twitter for iPhone,
2021-08-03 13:51:59,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422555853312376832,,None,None,86,None,🐕She G🐈😺,2017-03-02 22:52:08,1040,1993,837435381012398082,"Bredbury, Gtr Manchester",True,Twitter for Android,
2021-08-03 13:37:13,b'British Asian Artists sing out for more people to be a \xe2\x80\x98Hero\xe2\x80\x99 in new organ donation appeal https://t.co/44JekfktXn',1422552136752173056,,None,None,0,None,Dawn Kurtagich ✨ Horror Author,2010-01-04 19:23:39,3936,1781,101841500,a little bit of everywhere,False,Twitter Web App,
2021-08-03 13:35:10,"b'@Kegan_Rodhe @brewster_beans @ilovecatboyzz @n_y_r_l_e_t_h @WholesomeMeme Organ donation, when you can, is a good t\xe2\x80\xa6 https://t.co/RsvCe1vx0R'",1422551618621526017,,None,None,0,None,B-arachnia Lavigne,2016-05-20 01:11:59,68,154,733465257788612610,,True,Twitter for iPhone,
2021-08-03 13:34:14,b'Thank you for all your support &amp; dedication for #ShareYourWishes &amp; for all you do for organ donation awareness. We\xe2\x80\xa6 https://t.co/yiHMfo5MkK',1422551385317466123,,None,None,0,ShareYourWishes,Share Your Wishes,2017-10-22 11:49:53,3340,2706,922067480612360193,Sussex United Kingdom ,True,Twitter for Android,
2021-08-03 13:31:09,"b'RT @SharingHopeSC: Why did you #SayYES to organ, eye, and tissue donation? Share with us and inspire others for National Minority Donor Awa\xe2\x80\xa6'",1422550608188485632,,None,None,2,SayYES,United Network for Organ Sharing (UNOS),2009-03-16 15:55:39,11265,7390,24713778,"Richmond, VA",True,Twitter Web App,KY
2021-08-03 13:29:32,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422550203874349061,,None,None,86,None,Elizabeth,2020-01-13 17:12:04,512,485,1216769793715572744,,False,Twitter for Android,
2021-08-03 13:27:52,b'RT @DonorsResearch: This is the twitter account for the @uniofbrighton Organ Donation Research team with @LecturerRebecca @FanstoneJoey @si\xe2\x80\xa6',1422549781625331722,,None,None,4,None,Joey Fanstone,2021-06-20 20:51:52,4,31,1406716416288604170,,False,Twitter for iPhone,
2021-08-03 13:26:11,b'RT @TxOrganSharing: We\xe2\x80\x99re tackling the most common myths about organ donation.  Share this with someone who needs to see it. #DonateLife #M\xe2\x80\xa6',1422549359162449929,,None,None,2,DonateLife,ESRD Networks 8 and 14,2014-07-01 13:03:08,536,615,2597962952,"AL, MS, TN, TX",False,Twitter Web App,AL
2021-08-03 13:25:10,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422549104069074948,,None,None,86,None,David💙l🇪🇺,2014-03-22 18:03:15,402,180,2429328178,"West Midlands, England",False,Twitter for iPad,
2021-08-03 13:23:49,"b'@elle_desylva In my U.S. state, we can simply check a box and organ donation is marked on our driver\xe2\x80\x99s license. Badda boom, badda bing!'",1422548762719830016,,None,None,0,None,JB,2015-09-19 21:11:15,663,879,3619889839,,False,Twitter for iPad,
2021-08-03 13:21:46,b'RT @DonorsResearch: This is the twitter account for the @uniofbrighton Organ Donation Research team with @LecturerRebecca @FanstoneJoey @si\xe2\x80\xa6',1422548246489096196,,None,None,4,None,Simonne Weeks,2019-09-20 10:45:47,59,172,1174998018686406657,Brighton,False,Twitter for iPhone,CO
2021-08-03 13:21:34,b'RT @RoyalFamily: This week The Princess Royal has visited NHS sites. \n\n\xf0\x9f\xa9\xb8On Tuesday HRH officially opened the new NHS Blood &amp; Transplant Blo\xe2\x80\xa6',1422548195804991494,,None,None,278,None,唐亜華,2019-09-20 14:45:42,152,147,1175058416185643009,,False,Twitter for iPhone,
2021-08-03 13:21:04,b'#JamesCookHospital has been revealed as one of the top 20 organ donor hospitals in England.\xe2\x80\xa6 https://t.co/j9kwVrrK6O',1422548073239228418,,None,None,10,JamesCookHospital,South Tees Hospitals,2012-01-20 10:21:04,11444,2355,469196538,"North East, England",False,Twitter Web App,
2021-08-03 13:10:55,"b'@lunarcounsell Presumably, the next stage will be some sort of non-consensual organ donation.'",1422545518509572114,,None,None,0,None,Steve Manning,2011-06-14 22:51:38,211,135,317432301,"Liverpool, UK",True,Twitter for iPad,
2021-08-03 13:00:00,"b'This month, National Minority donor awareness month many groups work to create a positive culture for organ, eye, a\xe2\x80\xa6 https://t.co/LTIOfLXbdC'",1422542770703675393,,None,None,0,None,Innovations Ministries,2012-09-16 18:16:31,46,18,827522095,"Gibbsboro, NJ",False,Buffer,NJ
2021-08-03 12:53:49,"b""RT @nicky6676: Bollywood has been a strong supporter of organ donation...\n\nThey've donating \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xb2, \xe0\xa4\x9c\xe0\xa4\xbf\xe0\xa4\x97\xe0\xa4\xb0, \xe0\xa4\xa8\xe0\xa4\x9c\xe0\xa4\xbc\xe0\xa4\xb0 etc in every 3rd Song \xf0\x9f\x99\x84""",1422541214675456006,,None,None,8,None,Yashpal Chandra🇮🇳,2017-02-20 17:36:25,381,1273,833732050284867584,"Gevra, India",False,Twitter for iPhone,
2021-08-03 12:46:31,b'Checklist of five important things to think about. \nLegal and financial matters\nOrgan donation\nEnd of life care\nHow\xe2\x80\xa6 https://t.co/9pwn0UqrRL',1422539375917809670,,None,None,0,None,Chris Silverthorne,2010-12-09 04:50:16,975,1087,224498611,"Mississauga, ON",False,SocialPilot.co,
2021-08-03 12:31:40,"b'@yo_jaydee @vylerria Hey Jaydee, cheers for the organ donation. My son is finally able to live without an oxygen machine!'",1422535640785199104,,None,None,0,None,Funkles 🇦🇺,2013-07-07 10:27:09,266,618,1574849888,"New South Wales, Australia",False,Twitter for iPhone,
2021-08-03 12:26:29,"b'RT @HHSGov: DYK: More than 108,000 people are waiting for lifesaving organ transplants, and more than half of those waiting are minorities.\xe2\x80\xa6'",1422534332971892742,,None,None,11,None,HHS Region IV,2011-11-22 17:18:23,2045,646,418859255,"Atlanta, GA",True,Twitter for iPhone,GA
2021-08-03 12:25:23,"b""@DipierroAnthony In general, if one donates an organ, one doesn't have much latitude in who the recipient will be -\xe2\x80\xa6 https://t.co/psuhL6eKvE""",1422534056655278086,,None,None,0,None,Paul Hsieh,2009-01-08 01:05:35,2091,645,18747424,"Denver, Colorado",True,Twitter Web App,CO
2021-08-03 12:13:30,"b'Together, we are stronger! Here are our volunteers from @ssla_official, coming together with us and helping us stre\xe2\x80\xa6 https://t.co/DeWC3ScKEj'",1422531065692889089,,None,None,0,None,I Gift Life,2017-08-06 10:41:42,44,26,894146455304261632,"Pune, India",True,Twitter for Android,
2021-08-03 12:06:58,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1422529423635587077,,None,None,86,None,Di Shaw,2009-04-23 07:42:58,333,245,34562573,Horsham Sussex,False,Twitter Web App,
2021-08-03 11:57:25,b'RT @womenshealth: #DYK that shared ethnicity is NOT a requirement for matching organ donors and recipients? If you are interested in learni\xe2\x80\xa6',1422527018277773314,,None,None,3,DYK,FDA Patient Affairs,2015-11-26 19:46:50,3614,104,4288637536,"Silver Spring, MD",True,Twitter Web App,MD
2021-08-03 11:54:14,"b'RT @one_grams: @MikeCarlton01 Those who think Australians chose to get vaccinated out of altruism, I say we have one of the lowest organ do\xe2\x80\xa6'",1422526218889535513,,None,None,2,None,Susan,2021-03-17 08:51:44,793,600,1372108229577039874,,True,Twitter for Android,
2021-08-03 11:52:58,b'RT @VUMChealth: The Vanderbilt Transplant Center won this national honor \xe2\x80\x9cfor saving and improving lives during the ongoing COVID-19 pandem\xe2\x80\xa6',1422525898905985026,,None,None,4,None,VUMC OAP,2017-03-16 20:22:32,358,99,842471163964080132,"Nashville, TN",False,Twitter Web App,TN
2021-08-03 11:19:42,b'RT @ssk85760565: @celtjules66 Ask yourself why there is a market for these organs and who is paying for them? Nevermind illegal organ donat\xe2\x80\xa6',1422517528308424712,,None,None,1,None,Julie Harrington 💚💜💜💙Johnson Is a Liar.,2017-04-26 11:01:58,29241,20783,857187994536693760,,True,Twitter for iPhone,
2021-08-03 11:19:23,b'RT @VUMChealth: The Vanderbilt Transplant Center won this national honor \xe2\x80\x9cfor saving and improving lives during the ongoing COVID-19 pandem\xe2\x80\xa6',1422517447568003074,,None,None,4,None,VUMC Office of Government & Community Affairs,2018-09-17 01:20:26,126,156,1041497070601822208,"Nashville, TN",True,Twitter for iPhone,TN
2021-08-03 11:19:05,b'@celtjules66 Ask yourself why there is a market for these organs and who is paying for them? Nevermind illegal orga\xe2\x80\xa6 https://t.co/cQC4h66EWi',1422517374369026050,,None,None,1,None,ssk,2020-09-20 08:58:45,421,706,1307604658572201984,,False,Twitter for iPhone,
2021-08-03 11:11:27,b'RT @DonorsResearch: This is the twitter account for the @uniofbrighton Organ Donation Research team with @LecturerRebecca @FanstoneJoey @si\xe2\x80\xa6',1422515453033914374,,None,None,4,None,Claire Martin 💙,2017-08-24 19:18:37,1648,1390,900799523156615168,"Truro, England",True,Twitter for Android,
2021-08-03 11:09:25,b'RT @DonorsResearch: This is the twitter account for the @uniofbrighton Organ Donation Research team with @LecturerRebecca @FanstoneJoey @si\xe2\x80\xa6',1422514938321510412,,None,None,4,None,Rebecca Craig,2017-06-24 21:10:01,778,984,878721897957122049,Brighton UK,True,Twitter Web App,CO
2021-08-03 11:00:01,"b""It's a request to save Joe Fitch\xe2\x80\x99s life: \xe2\x80\x9cShare your spare.\xe2\x80\x9d https://t.co/D8qqBjdV8f""",1422512573224792064,,None,None,0,None,Bucks County Courier Times,2009-01-19 16:21:14,47918,1409,19189064,"Levittown, Bucks County, PA",False,SocialNewsDesk,NY
2021-08-03 11:00:00,"b""It's a request to save Joe Fitch\xe2\x80\x99s life: \xe2\x80\x9cShare your spare.\xe2\x80\x9d https://t.co/PazQhjhBlZ""",1422512572486541312,,None,None,0,None,The Intelligencer,2009-08-13 02:20:00,20479,1235,65243567,"Doylestown, Bucks County, PA",True,SocialNewsDesk,PA
2021-08-03 10:57:30,b'This is the twitter account for the @uniofbrighton Organ Donation Research team with @LecturerRebecca @FanstoneJoey\xe2\x80\xa6 https://t.co/bGgkzoDwWP',1422511943454236677,,None,None,4,None,UoB Organ Donation Research,2021-08-03 10:28:44,4,30,1422504369870843906,Brighton,False,Twitter Web App,CO
2021-08-03 10:57:10,b'RT @NcSeditious: @RonFilipkowski @stelenj Next to Cawthorns wife is Dwight and Judy Trews of Hilton Head SC. Mr. Trews has been sued numero\xe2\x80\xa6',1422511859190616064,,None,None,3,None,JaneTheBrane,2016-08-20 22:20:41,4172,4979,767124221973573632,,False,Twitter Web App,
2021-08-03 10:06:42,"b""All the false equivalency replies on this thread seem to ignore the fundamental point. It's about BODILY AUTONOMY.\xe2\x80\xa6 https://t.co/wp0a0u9eaf""",1422499157047119939,,None,None,0,None,🙂🙂🌸MsMol69 #KBF🌸🙂🙂,2014-01-16 08:46:34,876,333,2294115516,"Lower Normandy, France",True,Twitter for Android,
2021-08-03 10:00:42,b'Scientists at the Catholic University of Korea and Asan Medical Center have 3D printed a novel device that could be\xe2\x80\xa6 https://t.co/9wCV4MPS2o',1422497649341706240,,None,None,0,None,MedScan3D 🇮🇪,2020-03-23 11:10:16,169,319,1242045965227483136,Galway Ireland ,False,Hootsuite Inc.,
2021-08-03 09:44:50,"b'@MikeCarlton01 Those who think Australians chose to get vaccinated out of altruism, I say we have one of the lowest\xe2\x80\xa6 https://t.co/YSnub4vRU3'",1422493652455022594,,None,None,2,None,"Brian Houston, our next Attorney General?",2021-01-14 10:06:08,779,975,1349658909326278658,"Gadigal land, Eora Nation",False,Twitter for Android,
2021-08-03 09:30:16,b'This Organ Donation Week (20\xe2\x80\x9326 September) NHS Blood and Transplant are calling on people to talk to their families\xe2\x80\xa6 https://t.co/4xOgfVQC2x',1422489989988880390,,None,None,0,None,West Middlesex University Hospital,2009-05-14 15:44:11,11879,3799,40018692,"Hounslow, Middlesex, UK",True,Hootsuite Inc.,
2021-08-03 09:28:36,"b'India has among the lowest rates of organ donation in the world at 0.5 donor per 10 lakh people, far less compared\xe2\x80\xa6 https://t.co/WXfStAscG4'",1422489569748942848,,None,None,0,None,अपणा महेंद्रगढ़,2019-11-10 13:46:53,1379,638,1193525375076360192,"Mahendragarh, India",False,Twitter for iPad,
2021-08-03 09:16:53,b'RT @NottoIndia: #organ donation https://t.co/DxK4RjuJGj',1422486620977000451,,None,None,19,organ,sandeep rawat,2010-10-22 11:26:56,13,3,206150367,"New Delhi, India",False,Twitter Web App,
2021-08-03 09:16:51,b'@MrsSarahMurray @OldMackIsBack Nope. Same thing with organ donation.\nThey should be burned apparently.\n( probably a\xe2\x80\xa6 https://t.co/oqYQGFVOWq',1422486610482958338,,None,None,0,None,James (Grumps-Variant),2014-06-18 17:00:15,3305,3681,2620506189,Squirrels Bumming  Kent ,False,Twitter for iPhone,
